part_id,part_year,diameter,length,material,failure_year
RS126185,1965,80,21.66179478,CU,2007
RS126187,1936,100,85.90511123,CU,2000
RS126187,1936,100,85.90511123,CU,2013
RS126206,1921,100,93.39584599,CU,2002
RS126209,1945,80,65.86196066,HDPE,2006
RS126219,1951,80,71.61724669,CU,2008
RS126223,1960,80,91.3230132,CU,2003
RS126229,1976,125,127.1792502,HDPE,2008
RS126236,1958,100,17.3274782,HDPE,2004
RS126249,1939,125,144.8562208,HDPE,2001
RS126249,1939,125,144.8562208,HDPE,2004
RS126249,1939,125,144.8562208,HDPE,2013
RS126263,1927,80,65.42013392,CU,2003
RS126275,1971,125,306.2388263,HDPE,2007
RS126275,1971,125,306.2388263,HDPE,2013
RS126275,1971,125,306.2388263,HDPE,2015
RS126326,1955,100,5.442699226,CU,2001
RS126326,1955,100,5.442699226,CU,2006
RS126330,1952,125,106.9750135,HDPE,2005
RS126330,1952,125,106.9750135,HDPE,2009
RS126330,1952,125,106.9750135,HDPE,2010
RS126330,1952,125,106.9750135,HDPE,2010
RS126330,1952,125,106.9750135,HDPE,2011
RS126333,1955,100,93.78058823,CU,2010
RS126342,1975,125,119.7379841,CU,2001
RS126342,1975,125,119.7379841,CU,2001
RS126342,1975,125,119.7379841,CU,2003
RS126342,1975,125,119.7379841,CU,2003
RS126342,1975,125,119.7379841,CU,2004
RS126358,1960,80,129.098704,HDPE,2005
RS126358,1960,80,129.098704,HDPE,2015
RS126360,1963,80,144.4058204,HDPE,2006
RS126368,1965,150,51.82629154,HDPE,2010
RS126372,1961,80,192.4766698,HDPE,2010
RS126373,1970,100,186.361106,HDPE,2001
RS126373,1970,100,186.361106,HDPE,2009
RS126373,1970,100,186.361106,HDPE,2013
RS126403,1940,80,123.5379891,CU,2012
RS126403,1940,80,123.5379891,CU,2014
RS126403,1940,80,123.5379891,CU,2015
RS126403,1940,80,123.5379891,CU,2015
RS126404,1929,100,127.5029376,CU,2004
RS126404,1929,100,127.5029376,CU,2005
RS126410,1966,125,130.9947245,CU,2002
RS126410,1966,125,130.9947245,CU,2003
RS126410,1966,125,130.9947245,CU,2006
RS126411,1966,125,114.1065088,CU,2005
RS126412,1957,125,12.31743669,HDPE,2015
RS126422,1971,150,16.58778638,CU,2002
RS126423,1976,225,29.123941,CU,2007
RS126424,1969,225,190.3747982,CU,2015
RS126442,1996,100,114.3979901,GI,2005
RS12645,1973,125,16.68121836,CU,2008
RS126466,1989,150,13.23878493,GI,2009
RS126469,1982,125,45.7063063,GI,2006
RS126473,1946,125,98.3085631,CU,2012
RS126477,1962,80,76.48110344,HDPE,2015
RS126484,1954,150,274.8191298,HDPE,2005
RS126484,1954,150,274.8191298,HDPE,2005
RS126484,1954,150,274.8191298,HDPE,2009
RS126488,1940,125,111.3535339,CU,2009
RS126503,1973,125,48.21671804,CU,2003
RS126503,1973,125,48.21671804,CU,2005
RS126503,1973,125,48.21671804,CU,2015
RS126503,1973,125,48.21671804,CU,2015
RS126508,1981,225,149.4199637,CU,2010
RS126508,1981,225,149.4199637,CU,2014
RS126512,1958,225,64.63013396,CU,2009
RS126512,1958,225,64.63013396,CU,2012
RS126523,1965,125,104.1525713,CU,2004
RS126523,1965,125,104.1525713,CU,2007
RS126523,1965,125,104.1525713,CU,2012
RS126527,1996,125,25.70801691,GI,2005
RS12653,1962,80,51.92025502,HDPE,2004
RS12653,1962,80,51.92025502,HDPE,2004
RS126552,1971,100,17.08090167,HDPE,2007
RS126581,1971,150,161.1618376,HDPE,2014
RS12671,1960,100,177.3304861,HDPE,2007
RS12682,1965,150,390.4690126,HDPE,2006
RS12684,1968,100,17.92150675,CU,2012
RS12684,1968,100,17.92150675,CU,2015
RS12686,1946,80,69.67675996,HDPE,2003
RS12686,1946,80,69.67675996,HDPE,2006
RS12686,1946,80,69.67675996,HDPE,2010
RS12696,1954,150,83.23468543,HDPE,2013
RS12696,1954,150,83.23468543,HDPE,2015
RS12696,1954,150,83.23468543,HDPE,2015
RS126979,1975,125,169.2977213,CU,2005
RS126981,1963,125,447.9467065,CU,2003
RS126981,1963,125,447.9467065,CU,2004
RS126981,1963,125,447.9467065,CU,2007
RS126996,1966,150,426.7254355,CU,2002
RS12703,1953,80,39.43551337,HDPE,2007
RS12720,1968,80,7.672397167,CU,2009
RS12739,1956,125,79.51118061,HDPE,2008
RS12742,1963,150,15.22374457,CU,2007
RS12743,1958,80,108.2566497,HDPE,2006
RS12745,1961,80,110.53047,HDPE,2003
RS12745,1961,80,110.53047,HDPE,2005
RS12746,1962,100,23.95693504,CU,2009
RS12747,1966,100,7.955152404,HDPE,2012
RS12749,1958,100,35.25423722,HDPE,2007
RS12749,1958,100,35.25423722,HDPE,2007
RS12751,1958,80,9.960833037,CU,2005
RS12760,1952,80,47.43547246,HDPE,2008
RS12772,1947,80,38.47717007,HDPE,2010
RS12773,1942,100,70.95007746,HDPE,2002
RS12773,1942,100,70.95007746,HDPE,2007
RS12773,1942,100,70.95007746,HDPE,2007
RS12788,1948,150,52.54745121,HDPE,2001
RS12789,1955,150,43.55142654,HDPE,2001
RS12789,1955,150,43.55142654,HDPE,2015
RS12790,1950,150,93.26322305,HDPE,2004
RS12790,1950,150,93.26322305,HDPE,2004
RS12791,1955,150,15.64288616,HDPE,2004
RS12792,1952,125,70.79884995,HDPE,2012
RS12792,1952,125,70.79884995,HDPE,2013
RS12792,1952,125,70.79884995,HDPE,2013
RS12792,1952,125,70.79884995,HDPE,2013
RS12792,1952,125,70.79884995,HDPE,2014
RS12798,1960,125,78.94284642,HDPE,2012
RS12801,1962,80,8.594240095,CU,2004
RS12804,1956,80,42.18350301,HDPE,2014
RS128094,1993,125,54.02831752,MPVC,2013
RS12813,1972,125,286.2647587,HDPE,2005
RS12813,1972,125,286.2647587,HDPE,2006
RS12813,1972,125,286.2647587,HDPE,2006
RS12813,1972,125,286.2647587,HDPE,2007
RS128182,1996,80,51.69427089,MPVC,2010
RS128220,1973,125,77.24507226,CU,2008
RS128244,1940,125,52.84842742,CU,2015
RS128252,1979,300,66.32941289,GI,2009
RS128261,1932,100,2.256820507,CU,2001
RS128261,1932,100,2.256820507,CU,2002
RS128261,1932,100,2.256820507,CU,2002
RS128261,1932,100,2.256820507,CU,2003
RS128261,1932,100,2.256820507,CU,2004
RS128261,1932,100,2.256820507,CU,2006
RS128261,1932,100,2.256820507,CU,2006
RS128261,1932,100,2.256820507,CU,2007
RS12829,1976,125,28.70843064,CU,2010
RS128301,1996,80,96.95543581,MPVC,2009
RS128323,1994,125,63.14318578,MPVC,2003
RS12834,1954,100,62.63780482,HDPE,2004
RS128360,2002,100,119.1142853,MPVC,2009
RS128385,2003,80,37.13888242,MPVC,2005
RS128435,1994,100,58.59647809,MPVC,2006
RS128435,1994,100,58.59647809,MPVC,2010
RS128515,1961,100,6.437716859,CU,2005
RS128515,1961,100,6.437716859,CU,2009
RS128519,1945,125,18.78305656,CU,2004
RS128521,1969,80,46.06966633,HDPE,2003
RS128533,1956,125,272.5002303,HDPE,2012
RS128533,1956,125,272.5002303,HDPE,2013
RS128549,1959,125,147.1686982,CU,2005
RS128553,1955,80,25.71992857,CU,2003
RS128571,1974,125,224.3407944,CU,2003
RS128571,1974,125,224.3407944,CU,2009
RS128571,1974,125,224.3407944,CU,2009
RS128571,1974,125,224.3407944,CU,2011
RS128582,1970,125,12.37171946,CU,2014
RS128583,1972,125,153.4458591,CU,2009
RS128584,1966,125,113.2359232,CU,2003
RS128594,1968,150,197.3057731,CU,2003
RS128594,1968,150,197.3057731,CU,2012
RS128595,1970,250,5.379028199,CU,2001
RS128597,1974,125,238.9806546,CU,2002
RS128597,1974,125,238.9806546,CU,2012
RS128599,1969,125,190.7901005,CU,2007
RS128599,1969,125,190.7901005,CU,2012
RS128602,1966,150,143.8870748,CU,2007
RS128634,1947,150,2.478589962,CU,2002
RS128639,1956,100,200.104193,CU,2004
RS128639,1956,100,200.104193,CU,2012
RS128639,1956,100,200.104193,CU,2015
RS128640,1966,125,337.1524467,CU,2011
RS128646,1923,125,110.6204903,CU,2012
RS128646,1923,125,110.6204903,CU,2012
RS128646,1923,125,110.6204903,CU,2015
RS128651,1948,80,44.7375104,CU,2003
RS128651,1948,80,44.7375104,CU,2009
RS128651,1948,80,44.7375104,CU,2013
RS128655,1961,100,120.4579875,CU,2002
RS128655,1961,100,120.4579875,CU,2004
RS128655,1961,100,120.4579875,CU,2006
RS128655,1961,100,120.4579875,CU,2008
RS128655,1961,100,120.4579875,CU,2008
RS128655,1961,100,120.4579875,CU,2009
RS128655,1961,100,120.4579875,CU,2013
RS128655,1961,100,120.4579875,CU,2014
RS128656,1958,100,155.7274934,HDPE,2006
RS128661,1947,100,107.3652384,CU,2004
RS128683,1942,125,142.7478253,HDPE,2007
RS128683,1942,125,142.7478253,HDPE,2007
RS128683,1942,125,142.7478253,HDPE,2009
RS128683,1942,125,142.7478253,HDPE,2009
RS128687,1917,125,86.47112457,CU,2013
RS12869,1992,150,6.867891469,RC,2012
RS128692,1958,125,16.00977514,CU,2007
RS128693,1919,63,99.32006708,CU,2013
RS128693,1919,63,99.32006708,CU,2014
RS128695,1988,80,5.736919304,HDPE,2007
RS128698,1950,100,110.5423132,CU,2005
RS128698,1950,100,110.5423132,CU,2005
RS128698,1950,100,110.5423132,CU,2006
RS128698,1950,100,110.5423132,CU,2008
RS128716,1945,80,123.2986977,CU,2003
RS128718,1955,125,92.62885399,CU,2003
RS128730,1927,63,398.7755612,CU,2005
RS12875,1992,125,414.6476029,GI,2008
RS128760,1948,80,114.4362819,CU,2007
RS128760,1948,80,114.4362819,CU,2013
RS128764,1957,100,212.5888176,CU,2006
RS128792,1972,150,19.67494792,CU,2012
RS128808,1959,100,84.31881005,CU,2004
RS128843,1955,100,264.3623753,CU,2009
RS128846,1951,80,287.6555337,CU,2006
RS128846,1951,80,287.6555337,CU,2006
RS128860,1974,150,44.09694198,HDPE,2012
RS128869,1959,125,114.7131367,HDPE,2008
RS128869,1959,125,114.7131367,HDPE,2009
RS128878,1954,150,99.06572283,CU,2013
RS128908,1960,80,60.09021307,CU,2013
RS128920,1967,80,26.06252417,CU,2002
RS128930,1952,100,149.0799017,CU,2003
RS128930,1952,100,149.0799017,CU,2006
RS128930,1952,100,149.0799017,CU,2008
RS128948,1979,300,137.6358753,CU,2014
RS128950,1962,125,29.30454976,CU,2012
RS128955,1953,150,123.3216023,CU,2009
RS128955,1953,150,123.3216023,CU,2011
RS128959,1949,80,2.990853926,CU,2009
RS128963,1982,150,55.52520778,CU,2011
RS128991,1958,225,22.83985829,CU,2010
RS128998,1991,100,325.3439178,GI,2008
RS128998,1991,100,325.3439178,GI,2009
RS128998,1991,100,325.3439178,GI,2010
RS129003,1959,100,177.1765596,HDPE,2010
RS129003,1959,100,177.1765596,HDPE,2012
RS129003,1959,100,177.1765596,HDPE,2012
RS129005,1910,100,170.4268398,CU,2002
RS129077,1964,100,131.0094275,HDPE,2006
RS129079,1966,100,71.71072491,HDPE,2005
RS129079,1966,100,71.71072491,HDPE,2014
RS129090,1958,150,23.65992742,HDPE,2012
RS129098,1970,80,126.4636066,HDPE,2013
RS129107,1962,125,171.0135767,HDPE,2014
RS129113,1969,100,125.469494,HDPE,2001
RS129121,1969,100,158.2473597,HDPE,2010
RS129126,1965,100,282.7925885,HDPE,2008
RS129129,1969,150,27.1144179,HDPE,2011
RS129139,1966,80,128.1742274,HDPE,2003
RS129145,1959,150,19.94898664,CU,2012
RS129177,1990,125,1.800470936,GI,2006
RS129185,1976,100,295.3852416,HDPE,2012
RS129187,1982,80,89.23571505,HDPE,2006
RS129196,1939,100,171.2755827,CU,2013
RS129212,1932,80,576.9647317,CU,2005
RS129212,1932,80,576.9647317,CU,2012
RS129212,1932,80,576.9647317,CU,2012
RS129212,1932,80,576.9647317,CU,2014
RS129212,1932,80,576.9647317,CU,2015
RS129214,1962,100,30.1894865,CU,2008
RS129218,1964,80,116.1185582,HDPE,2000
RS129225,1941,80,131.6796845,CU,2003
RS129225,1941,80,131.6796845,CU,2004
RS129225,1941,80,131.6796845,CU,2005
RS129225,1941,80,131.6796845,CU,2011
RS129226,1959,80,63.868628,CU,2005
RS129227,1961,300,26.21341125,CU,2004
RS129234,1974,125,104.5999068,CU,2007
RS129234,1974,125,104.5999068,CU,2012
RS129234,1974,125,104.5999068,CU,2014
RS129243,1933,125,24.50445238,CU,2014
RS129247,1975,150,150.1925931,CU,2008
RS129247,1975,150,150.1925931,CU,2011
RS129248,1952,100,142.8265437,HDPE,2002
RS129248,1952,100,142.8265437,HDPE,2004
RS129248,1952,100,142.8265437,HDPE,2004
RS129248,1952,100,142.8265437,HDPE,2004
RS129248,1952,100,142.8265437,HDPE,2006
RS129253,1986,125,240.3293878,GI,2014
RS12931,1995,150,28.48126497,MPVC,2011
RS129327,1953,100,12.00911063,CU,2009
RS129328,1965,100,27.03400243,CU,2005
RS129361,1985,150,91.2320293,GI,2014
RS129370,1946,100,45.3852535,HDPE,2013
RS129371,1950,250,2.472266428,CU,2012
RS129371,1950,250,2.472266428,CU,2013
RS129374,1948,300,64.86232065,CU,2004
RS129393,1945,100,22.52820757,CU,2013
RS129395,1952,80,23.4912475,CU,2003
RS129396,1960,100,96.9389919,HDPE,2015
RS129399,1964,150,59.76319779,HDPE,2011
RS129401,1965,125,24.38021288,CU,2011
RS129422,1940,80,193.332867,CU,2002
RS129422,1940,80,193.332867,CU,2002
RS129422,1940,80,193.332867,CU,2003
RS129422,1940,80,193.332867,CU,2004
RS129422,1940,80,193.332867,CU,2006
RS129422,1940,80,193.332867,CU,2011
RS129422,1940,80,193.332867,CU,2014
RS129437,1934,80,116.4890786,CU,2015
RS129463,1953,80,56.84969676,CU,2001
RS129463,1953,80,56.84969676,CU,2005
RS129463,1953,80,56.84969676,CU,2012
RS129469,1951,80,76.38508266,CU,2015
RS129486,1927,80,15.18522825,CU,2005
RS129486,1927,80,15.18522825,CU,2014
RS129494,1951,100,65.52300629,CU,2006
RS129494,1951,100,65.52300629,CU,2014
RS129494,1951,100,65.52300629,CU,2015
RS129503,1954,250,113.6033236,CU,2001
RS12952,1977,100,81.90455103,HDPE,2012
RS129523,1950,80,172.1803846,CU,2001
RS129523,1950,80,172.1803846,CU,2004
RS129523,1950,80,172.1803846,CU,2005
RS129523,1950,80,172.1803846,CU,2007
RS129523,1950,80,172.1803846,CU,2011
RS129525,1912,80,160.6646999,CU,2009
RS129527,1949,80,281.4143214,CU,2002
RS129527,1949,80,281.4143214,CU,2003
RS129527,1949,80,281.4143214,CU,2003
RS129527,1949,80,281.4143214,CU,2004
RS129527,1949,80,281.4143214,CU,2006
RS129529,1957,80,74.99167883,CU,2006
RS129532,1963,100,82.27293589,CU,2015
RS129536,1963,150,442.768669,HDPE,2015
RS129538,1966,150,390.294373,HDPE,2015
RS129540,1964,150,90.72378235,HDPE,2011
RS12958,1930,100,30.80107492,CU,2007
RS12962,1945,80,47.60993828,HDPE,2004
RS12963,1955,80,172.7141853,HDPE,2002
RS12963,1955,80,172.7141853,HDPE,2004
RS12963,1955,80,172.7141853,HDPE,2006
RS12963,1955,80,172.7141853,HDPE,2007
RS12967,1955,100,86.6547216,CU,2011
RS12968,1946,100,27.23342286,HDPE,2004
RS12973,1983,80,104.0376823,GI,2004
RS12973,1983,80,104.0376823,GI,2007
RS12973,1983,80,104.0376823,GI,2013
RS12990,1965,80,198.1232933,HDPE,2006
RS13002,1959,125,86.53387809,HDPE,2007
RS130050,1980,80,14.1771067,CU,2000
RS130050,1980,80,14.1771067,CU,2001
RS130050,1980,80,14.1771067,CU,2009
RS130052,1960,80,29.95244378,CU,2011
RS13006,1963,150,77.53750674,HDPE,2010
RS130105,1952,100,81.12057046,CU,2003
RS130105,1952,100,81.12057046,CU,2013
RS130108,1962,100,65.3375272,CU,2014
RS13013,1933,80,166.1971586,CU,2001
RS13013,1933,80,166.1971586,CU,2001
RS13013,1933,80,166.1971586,CU,2004
RS13013,1933,80,166.1971586,CU,2005
RS13013,1933,80,166.1971586,CU,2008
RS13013,1933,80,166.1971586,CU,2009
RS13013,1933,80,166.1971586,CU,2010
RS13013,1933,80,166.1971586,CU,2012
RS13013,1933,80,166.1971586,CU,2013
RS130138,1939,80,33.00249939,CU,2002
RS130138,1939,80,33.00249939,CU,2003
RS130139,1946,80,108.2303648,CU,2008
RS130139,1946,80,108.2303648,CU,2009
RS130148,1958,80,94.00995606,CU,2012
RS130155,1917,100,87.28643243,CU,2012
RS130166,1934,80,98.89176559,CU,2008
RS130179,1937,100,28.01105391,CU,2015
RS130186,1968,150,117.0923979,CU,2013
RS130193,1911,100,124.9437437,CU,2007
RS130194,1956,80,18.94243814,CU,2008
RS130194,1956,80,18.94243814,CU,2015
RS130198,1907,100,76.31726946,CU,2004
RS130198,1907,100,76.31726946,CU,2014
RS130208,1962,100,12.4430357,CU,2008
RS130208,1962,100,12.4430357,CU,2011
RS130208,1962,100,12.4430357,CU,2015
RS130226,1955,150,128.8818994,CU,2003
RS130226,1955,150,128.8818994,CU,2006
RS130226,1955,150,128.8818994,CU,2015
RS130232,1947,100,71.12667446,CU,2001
RS130232,1947,100,71.12667446,CU,2008
RS130234,1965,80,8.183795579,CU,2007
RS13025,1964,100,101.9857033,CU,2004
RS13025,1964,100,101.9857033,CU,2005
RS13025,1964,100,101.9857033,CU,2006
RS130258,1954,125,13.84829637,CU,2013
RS130258,1954,125,13.84829637,CU,2015
RS13026,1942,300,103.7860355,CU,2002
RS13026,1942,300,103.7860355,CU,2012
RS130263,1926,100,219.3635262,CU,2004
RS130281,1967,150,145.904131,CU,2006
RS130281,1967,150,145.904131,CU,2007
RS130284,1925,80,104.2915434,CU,2006
RS130312,1980,150,31.42466136,CU,2010
RS130319,1963,80,8.098775071,CU,2007
RS130326,1924,80,17.11539561,CU,2006
RS130335,1968,150,99.28428728,CU,2005
RS130335,1968,150,99.28428728,CU,2005
RS130335,1968,150,99.28428728,CU,2007
RS130335,1968,150,99.28428728,CU,2012
RS130341,1963,100,77.89796665,CU,2009
RS130342,1921,100,254.2494642,CU,2012
RS130342,1921,100,254.2494642,CU,2012
RS130342,1921,100,254.2494642,CU,2012
RS130362,1883,125,61.89671233,CU,2015
RS130364,1916,100,108.947315,CU,2007
RS130364,1916,100,108.947315,CU,2009
RS130403,1887,80,154.4340545,CU,2005
RS13042,1946,80,76.41581476,HDPE,2007
RS130565,1954,125,203.3924475,CU,2005
RS130565,1954,125,203.3924475,CU,2006
RS130565,1954,125,203.3924475,CU,2006
RS130565,1954,125,203.3924475,CU,2012
RS130565,1954,125,203.3924475,CU,2015
RS130565,1954,125,203.3924475,CU,2015
RS130567,1935,100,25.93784689,CU,2006
RS130578,1980,200,189.204303,CU,2005
RS130578,1980,200,189.204303,CU,2007
RS130596,1945,150,11.58005118,CU,2007
RS130599,1949,100,56.90105642,CU,2010
RS130608,1960,100,56.19572364,CU,2002
RS130608,1960,100,56.19572364,CU,2003
RS130608,1960,100,56.19572364,CU,2006
RS130610,1946,80,145.1895712,CU,2004
RS130623,1922,80,64.70192222,CU,2015
RS130624,1958,100,47.53856692,CU,2006
RS130634,1955,100,71.44011765,CU,2013
RS130636,1927,80,296.6729794,CU,2002
RS130636,1927,80,296.6729794,CU,2004
RS130636,1927,80,296.6729794,CU,2005
RS130636,1927,80,296.6729794,CU,2008
RS130636,1927,80,296.6729794,CU,2010
RS130636,1927,80,296.6729794,CU,2011
RS130636,1927,80,296.6729794,CU,2012
RS130636,1927,80,296.6729794,CU,2012
RS130636,1927,80,296.6729794,CU,2015
RS130636,1927,80,296.6729794,CU,2015
RS130654,1919,100,120.5254786,CU,2004
RS130654,1919,100,120.5254786,CU,2006
RS130654,1919,100,120.5254786,CU,2006
RS130654,1919,100,120.5254786,CU,2008
RS130654,1919,100,120.5254786,CU,2009
RS130654,1919,100,120.5254786,CU,2012
RS130654,1919,100,120.5254786,CU,2015
RS130668,1939,80,90.18536092,HDPE,2007
RS130668,1939,80,90.18536092,HDPE,2012
RS130674,1965,150,242.8046304,CU,2008
RS130674,1965,150,242.8046304,CU,2009
RS130674,1965,150,242.8046304,CU,2012
RS130674,1965,150,242.8046304,CU,2013
RS130675,1954,100,183.8006641,CU,2003
RS130675,1954,100,183.8006641,CU,2004
RS130675,1954,100,183.8006641,CU,2007
RS130675,1954,100,183.8006641,CU,2008
RS130675,1954,100,183.8006641,CU,2009
RS130675,1954,100,183.8006641,CU,2010
RS130675,1954,100,183.8006641,CU,2011
RS130676,1949,80,93.82207732,CU,2012
RS130676,1949,80,93.82207732,CU,2015
RS130677,1969,100,29.33404021,CU,2010
RS130677,1969,100,29.33404021,CU,2013
RS130677,1969,100,29.33404021,CU,2014
RS130701,1947,100,56.12474051,HDPE,2008
RS130701,1947,100,56.12474051,HDPE,2010
RS130704,1931,80,106.3375081,CU,2003
RS130704,1931,80,106.3375081,CU,2005
RS130718,1974,150,68.17808668,CU,2013
RS130721,1924,80,80.2664996,CU,2003
RS130723,1961,80,36.01621772,HDPE,2007
RS130731,1957,150,168.0105934,HDPE,2007
RS130731,1957,150,168.0105934,HDPE,2009
RS130732,1961,125,84.08780391,HDPE,2008
RS130733,1966,125,154.6330213,HDPE,2003
RS130733,1966,125,154.6330213,HDPE,2006
RS130751,1942,80,172.3957639,HDPE,2001
RS130751,1942,80,172.3957639,HDPE,2004
RS130751,1942,80,172.3957639,HDPE,2006
RS130751,1942,80,172.3957639,HDPE,2008
RS130751,1942,80,172.3957639,HDPE,2008
RS130751,1942,80,172.3957639,HDPE,2009
RS13076,1962,80,59.15146911,HDPE,2007
RS130761,1928,80,158.9265061,CU,2012
RS130778,1930,100,253.4258428,CU,2010
RS13078,1965,80,55.15143769,HDPE,2005
RS13078,1965,80,55.15143769,HDPE,2007
RS130782,1953,100,31.04685069,CU,2002
RS130798,1923,80,223.7711951,CU,2005
RS130798,1923,80,223.7711951,CU,2012
RS130835,1922,100,95.26929825,CU,2000
RS130835,1922,100,95.26929825,CU,2005
RS130851,1954,100,60.39070036,CU,2005
RS130851,1954,100,60.39070036,CU,2007
RS130851,1954,100,60.39070036,CU,2013
RS130853,1958,80,37.40188186,HDPE,2004
RS130866,1896,63,249.6699279,CU,2013
RS130869,1941,100,87.22328627,CU,2006
RS130869,1941,100,87.22328627,CU,2006
RS13088,1972,80,122.9845914,CU,2001
RS13088,1972,80,122.9845914,CU,2007
RS13088,1972,80,122.9845914,CU,2007
RS13088,1972,80,122.9845914,CU,2007
RS13088,1972,80,122.9845914,CU,2008
RS13088,1972,80,122.9845914,CU,2010
RS13088,1972,80,122.9845914,CU,2015
RS13088,1972,80,122.9845914,CU,2015
RS130882,1915,125,182.5557485,CU,2008
RS13089,1924,100,60.09345071,CU,2002
RS13089,1924,100,60.09345071,CU,2005
RS13089,1924,100,60.09345071,CU,2006
RS13089,1924,100,60.09345071,CU,2006
RS130890,1974,100,144.6960476,CU,2004
RS130890,1974,100,144.6960476,CU,2008
RS13090,1938,80,64.68901164,CU,2004
RS13090,1938,80,64.68901164,CU,2006
RS130962,1960,150,256.3922644,CU,2007
RS130962,1960,150,256.3922644,CU,2007
RS130962,1960,150,256.3922644,CU,2013
RS130969,1915,150,55.49780824,CU,2010
RS130969,1915,150,55.49780824,CU,2012
RS130995,1949,80,156.599639,CU,2006
RS130995,1949,80,156.599639,CU,2009
RS130995,1949,80,156.599639,CU,2011
RS130997,1904,80,72.5893751,CU,2001
RS130997,1904,80,72.5893751,CU,2014
RS13100,1927,80,188.0390779,CU,2005
RS131000,1954,80,34.90825796,CU,2014
RS131000,1954,80,34.90825796,CU,2015
RS131005,1910,80,225.143325,CU,2010
RS13103,1924,100,192.4106254,CU,2012
RS131037,1964,100,76.23948749,CU,2003
RS131037,1964,100,76.23948749,CU,2006
RS131037,1964,100,76.23948749,CU,2007
RS131038,1910,100,189.4038987,CU,2004
RS131038,1910,100,189.4038987,CU,2005
RS131038,1910,100,189.4038987,CU,2005
RS131038,1910,100,189.4038987,CU,2008
RS131038,1910,100,189.4038987,CU,2011
RS131038,1910,100,189.4038987,CU,2011
RS131038,1910,100,189.4038987,CU,2012
RS131038,1910,100,189.4038987,CU,2014
RS131044,1917,80,14.93229234,CU,2008
RS13108,1923,80,55.87860573,CU,2006
RS13108,1923,80,55.87860573,CU,2009
RS131089,1971,150,221.5037327,CU,2001
RS13111,1975,80,14.43665105,CU,2006
RS131130,1965,150,252.6563148,CU,2002
RS131130,1965,150,252.6563148,CU,2004
RS131130,1965,150,252.6563148,CU,2005
RS131130,1965,150,252.6563148,CU,2008
RS131130,1965,150,252.6563148,CU,2009
RS131130,1965,150,252.6563148,CU,2012
RS131152,1979,125,219.1396798,CU,2006
RS131152,1979,125,219.1396798,CU,2010
RS131152,1979,125,219.1396798,CU,2014
RS131176,1921,100,281.1344856,CU,2001
RS131176,1921,100,281.1344856,CU,2007
RS131176,1921,100,281.1344856,CU,2007
RS131176,1921,100,281.1344856,CU,2008
RS131176,1921,100,281.1344856,CU,2013
RS13118,1929,125,13.84045384,CU,2008
RS13118,1929,125,13.84045384,CU,2010
RS13118,1929,125,13.84045384,CU,2011
RS131180,1971,150,123.7479347,CU,2008
RS13119,1928,150,136.2676925,CU,2005
RS131191,1976,150,329.9313907,HDPE,2012
RS131191,1976,150,329.9313907,HDPE,2012
RS131196,1964,80,222.8704659,HDPE,2005
RS131196,1964,80,222.8704659,HDPE,2011
RS131207,1963,100,184.363334,CU,2000
RS131207,1963,100,184.363334,CU,2001
RS131207,1963,100,184.363334,CU,2003
RS131207,1963,100,184.363334,CU,2005
RS131207,1963,100,184.363334,CU,2008
RS131207,1963,100,184.363334,CU,2009
RS131207,1963,100,184.363334,CU,2009
RS131207,1963,100,184.363334,CU,2011
RS131207,1963,100,184.363334,CU,2012
RS131207,1963,100,184.363334,CU,2013
RS131211,1948,100,107.5635552,CU,2008
RS131211,1948,100,107.5635552,CU,2010
RS131212,1955,125,200.318668,CU,2007
RS131212,1955,125,200.318668,CU,2010
RS131216,1959,100,175.5093994,CU,2008
RS131216,1959,100,175.5093994,CU,2009
RS131216,1959,100,175.5093994,CU,2011
RS131221,1972,300,106.5771736,CU,2004
RS131221,1972,300,106.5771736,CU,2006
RS131221,1972,300,106.5771736,CU,2009
RS131226,1967,150,280.0189531,CU,2012
RS131226,1967,150,280.0189531,CU,2013
RS131232,1925,80,152.2089594,CU,2008
RS131272,1972,150,54.50221313,CU,2014
RS131309,1963,100,336.4428826,HDPE,2010
RS131309,1963,100,336.4428826,HDPE,2011
RS13132,1948,200,150.4046123,HDPE,2003
RS13132,1948,200,150.4046123,HDPE,2004
RS13132,1948,200,150.4046123,HDPE,2004
RS13132,1948,200,150.4046123,HDPE,2005
RS13132,1948,200,150.4046123,HDPE,2005
RS13132,1948,200,150.4046123,HDPE,2006
RS13132,1948,200,150.4046123,HDPE,2008
RS13132,1948,200,150.4046123,HDPE,2009
RS13132,1948,200,150.4046123,HDPE,2009
RS13132,1948,200,150.4046123,HDPE,2012
RS13132,1948,200,150.4046123,HDPE,2013
RS13133,1948,225,93.15815658,HDPE,2006
RS13133,1948,225,93.15815658,HDPE,2007
RS131351,1974,150,5.528230193,HDPE,2005
RS13137,1950,200,86.43581304,HDPE,2003
RS13137,1950,200,86.43581304,HDPE,2003
RS13137,1950,200,86.43581304,HDPE,2010
RS13139,1953,200,81.57404956,HDPE,2005
RS13139,1953,200,81.57404956,HDPE,2010
RS131393,1924,100,68.845034,CU,2001
RS131393,1924,100,68.845034,CU,2013
RS131394,1931,100,69.33024554,CU,2013
RS131406,1931,100,92.90991237,CU,2006
RS131406,1931,100,92.90991237,CU,2011
RS131406,1931,100,92.90991237,CU,2013
RS13142,1959,80,119.8334567,HDPE,2006
